Residual term;Time;Value
10 years;2010-01-06;
10 years;2010-01-07;
10 years;2010-01-08;
10 years;2010-01-11;
10 years;2010-01-12;
10 years;2010-01-13;
10 years;2010-01-14;
10 years;2010-01-15;
10 years;2010-01-18;
10 years;2010-01-19;3.86
10 years;2010-01-20;3.83
10 years;2010-01-21;3.85
10 years;2010-01-22;3.79
10 years;2010-01-25;3.77
10 years;2010-01-26;3.73
10 years;2010-01-27;3.75
10 years;2010-01-28;3.78
10 years;2010-01-29;3.77
10 years;2010-02-01;3.73
10 years;2010-02-02;3.73
10 years;2010-02-03;3.76
10 years;2010-02-04;3.75
10 years;2010-02-05;3.72
10 years;2010-02-08;3.72
10 years;2010-02-09;3.7
10 years;2010-02-10;3.7
10 years;2010-02-11;3.7
10 years;2010-02-12;3.72
10 years;2010-02-15;3.74
10 years;2010-02-16;3.76
10 years;2010-02-17;3.75
10 years;2010-02-18;3.73
10 years;2010-02-19;3.78
10 years;2010-02-22;3.77
10 years;2010-02-23;3.72
10 years;2010-02-24;3.67
10 years;2010-02-25;3.67
10 years;2010-02-26;3.66
10 years;2010-03-01;3.64
10 years;2010-03-02;3.64
10 years;2010-03-03;3.64
10 years;2010-03-04;3.66
10 years;2010-03-05;3.66
10 years;2010-03-08;3.68
10 years;2010-03-09;3.63
10 years;2010-03-10;3.65
10 years;2010-03-11;3.66
10 years;2010-03-12;3.7
10 years;2010-03-15;3.65
10 years;2010-03-16;3.64
10 years;2010-03-17;3.6
10 years;2010-03-18;3.62
10 years;2010-03-19;3.62
10 years;2010-03-22;3.59
10 years;2010-03-23;3.56
10 years;2010-03-24;3.58
10 years;2010-03-25;3.59
10 years;2010-03-26;3.62
10 years;2010-03-29;3.59
10 years;2010-03-30;3.59
10 years;2010-03-31;3.53
10 years;2010-04-01;3.53
10 years;2010-12-22;3.96
10 years;2010-12-23;4
10 years;2010-12-24;4.03
10 years;2010-12-27;4.06
10 years;2010-12-28;4.02
10 years;2010-12-29;4.06
10 years;2010-12-30;4
10 years;2010-12-31;4
10 years;2011-01-03;4.01
10 years;2011-01-04;3.96
10 years;2011-01-05;3.94
10 years;2011-01-06;4.04
10 years;2011-01-07;4.13
10 years;2011-01-10;4.23
10 years;2011-01-11;4.26
10 years;2011-01-12;4.28
10 years;2011-01-13;4.08
10 years;2011-01-14;4.06
10 years;2011-01-17;4.13
10 years;2011-01-18;4.27
10 years;2011-01-19;4.16
10 years;2011-01-20;4.14
10 years;2011-01-21;4.12
10 years;2011-01-24;4.11
10 years;2011-01-25;4.11
10 years;2011-01-26;4.16
10 years;2011-01-27;4.24
10 years;2011-01-28;4.25
10 years;2011-01-31;4.2
10 years;2011-02-01;4.16
10 years;2011-02-02;4.05
10 years;2011-02-03;4.07
10 years;2011-02-04;4.06
10 years;2011-02-07;4.12
10 years;2011-02-08;4.1
10 years;2011-02-09;4.15
10 years;2011-02-10;4.15
10 years;2011-02-11;4.16
10 years;2011-02-14;4.24
10 years;2011-02-15;4.25
10 years;2011-02-16;4.18
10 years;2011-02-17;4.18
10 years;2011-02-18;4.16
10 years;2011-02-21;4.17
10 years;2011-02-22;4.16
10 years;2011-02-23;4.18
10 years;2011-02-24;4.2
10 years;2011-02-25;4.21
10 years;2011-02-28;4.21
10 years;2011-03-01;4.22
10 years;2011-03-02;4.22
10 years;2011-03-03;4.24
10 years;2011-03-04;4.24
10 years;2011-03-07;4.26
10 years;2011-03-08;4.29
10 years;2011-03-09;4.32
10 years;2011-03-10;4.28
10 years;2011-03-11;4.2
10 years;2011-03-14;4.07
10 years;2011-03-15;3.99
10 years;2011-03-16;3.95
10 years;2011-03-17;3.96
10 years;2011-03-18;3.99
10 years;2011-03-21;4.07
10 years;2011-03-22;4.12
10 years;2011-03-23;4.15
10 years;2011-03-24;4.17
10 years;2011-03-25;4.17
10 years;2011-03-28;4.22
10 years;2011-03-29;4.21
10 years;2011-03-30;4.24
10 years;2011-03-31;4.24
10 years;2011-04-01;4.29
10 years;2011-04-04;4.23
10 years;2011-04-05;4.23
10 years;2011-04-06;4.21
10 years;2011-04-07;4.23
10 years;2011-04-08;4.27
10 years;2011-04-11;4.25
10 years;2011-04-12;4.2
10 years;2011-04-13;4.22
10 years;2011-04-14;4.25
10 years;2011-04-15;4.29
10 years;2011-04-18;4.32
10 years;2011-04-19;4.28
10 years;2011-04-20;4.27
10 years;2011-04-21;4.3
10 years;2011-04-26;4.31
10 years;2011-04-27;4.33
10 years;2011-04-28;4.24
10 years;2012-01-11;4.22
10 years;2012-01-12;4.01
10 years;2012-01-13;4.05
10 years;2012-01-16;4.07
10 years;2012-01-17;4.11
10 years;2012-01-18;4.11
10 years;2012-01-19;4.09
10 years;2012-01-20;4.06
10 years;2012-01-23;4.02
10 years;2012-01-24;4.05
10 years;2012-01-25;3.99
10 years;2012-01-26;3.87
10 years;2012-01-27;3.69
10 years;2012-01-30;3.68
10 years;2012-01-31;3.7
10 years;2012-02-01;3.58
10 years;2012-02-02;3.53
10 years;2012-02-03;3.52
10 years;2012-02-06;3.52
10 years;2012-02-07;3.57
10 years;2012-02-08;3.55
10 years;2012-02-09;3.55
10 years;2012-02-10;3.59
10 years;2012-02-13;3.48
10 years;2012-02-14;3.47
10 years;2012-02-15;3.51
10 years;2012-02-16;3.6
10 years;2012-02-17;3.61
10 years;2012-02-20;3.58
10 years;2012-02-21;3.62
10 years;2012-02-22;3.62
10 years;2012-02-23;3.63
10 years;2012-02-24;3.66
10 years;2012-02-27;3.64
10 years;2012-02-28;3.61
10 years;2012-02-29;3.59
10 years;2012-03-01;3.55
10 years;2012-03-02;3.46
10 years;2012-03-05;3.47
10 years;2012-03-06;3.52
10 years;2012-03-07;3.49
10 years;2012-03-08;3.44
10 years;2012-03-09;3.43
10 years;2012-03-12;3.42
10 years;2012-03-13;3.38
10 years;2012-03-14;3.41
10 years;2012-03-15;3.38
10 years;2012-03-16;3.33
10 years;2012-03-19;3.3
10 years;2012-03-20;3.31
10 years;2012-03-21;3.35
10 years;2012-03-22;3.36
10 years;2012-03-23;3.4
10 years;2012-03-26;3.37
10 years;2012-03-27;3.38
10 years;2012-03-28;3.45
10 years;2012-03-29;3.46
10 years;2012-03-30;3.44
10 years;2012-04-02;3.41
10 years;2012-04-03;3.38
10 years;2012-04-04;3.42
10 years;2012-04-05;3.45
10 years;2012-04-10;3.48
10 years;2012-04-11;3.46
10 years;2012-04-12;3.43
10 years;2012-04-13;3.37
10 years;2012-04-16;3.44
10 years;2012-04-17;3.43
10 years;2012-04-18;3.43
10 years;2012-04-19;3.46
10 years;2012-04-20;3.48
10 years;2012-04-23;3.5
10 years;2012-04-24;3.49
10 years;2012-04-25;3.41
10 years;2012-04-26;3.4
10 years;2012-04-27;3.38
10 years;2012-04-30;3.33
10 years;2012-05-02;3.32
10 years;2012-05-03;3.27
10 years;2012-05-04;3.18
10 years;2012-05-07;3.19
10 years;2012-05-08;3.15
10 years;2012-05-09;3.26
10 years;2012-05-10;3.23
10 years;2012-05-11;3.19
10 years;2012-05-14;3.23
10 years;2012-05-15;3.26
10 years;2012-05-16;3.27
10 years;2013-02-04;2.36
10 years;2013-02-05;2.37
10 years;2013-02-06;2.35
10 years;2013-02-07;2.36
10 years;2013-02-08;2.32
10 years;2013-02-11;2.34
10 years;2013-02-12;2.37
10 years;2013-02-13;2.4
10 years;2013-02-14;2.35
10 years;2013-02-15;2.37
10 years;2013-02-18;2.38
10 years;2013-02-19;2.35
10 years;2013-02-20;2.38
10 years;2013-02-21;2.33
10 years;2013-02-22;2.29
10 years;2013-02-25;2.33
10 years;2013-02-26;2.27
10 years;2013-02-27;2.22
10 years;2013-02-28;2.21
10 years;2013-03-01;2.18
10 years;2013-03-04;2.15
10 years;2013-03-05;2.16
10 years;2013-03-06;2.17
10 years;2013-03-07;2.17
10 years;2013-03-08;2.18
10 years;2013-03-11;2.16
10 years;2013-03-12;2.15
10 years;2013-03-13;2.13
10 years;2013-03-14;2.12
10 years;2013-03-15;2.1
10 years;2013-03-18;2.06
10 years;2013-03-19;2.06
10 years;2013-03-20;2.09
10 years;2013-03-21;2.06
10 years;2013-03-22;2.07
10 years;2013-03-25;2.1
10 years;2013-03-26;2.25
10 years;2013-03-27;2.21
10 years;2013-03-28;2.23
10 years;2013-04-02;2.23
10 years;2013-04-03;2.19
10 years;2013-04-04;2.11
10 years;2013-04-05;1.99
10 years;2013-04-08;1.94
10 years;2013-04-09;2.02
10 years;2013-04-10;2.08
10 years;2013-04-11;2.11
10 years;2013-04-12;2.06
10 years;2013-04-15;2.04
10 years;2013-04-16;2.03
10 years;2013-04-17;2.02
10 years;2013-04-18;2.01
10 years;2013-04-19;2.02
10 years;2013-04-22;1.98
10 years;2013-04-23;1.94
10 years;2013-04-24;1.99
10 years;2013-04-25;2.01
10 years;2013-04-26;2
10 years;2013-04-29;1.98
10 years;2013-04-30;1.96
10 years;2013-05-02;1.92
10 years;2013-05-03;1.93
10 years;2013-05-06;1.94
10 years;2013-05-07;1.96
10 years;2013-05-08;1.95
10 years;2013-05-13;2.06
10 years;2013-05-14;2.05
10 years;2013-05-15;2.06
10 years;2013-05-16;2.03
10 years;2013-05-17;1.99
10 years;2013-05-21;2.05
10 years;2013-05-22;2.04
10 years;2013-05-23;2.07
10 years;2013-05-24;2.1
10 years;2013-05-27;2.13
10 years;2013-05-28;2.14
10 years;2013-05-29;2.19
10 years;2013-05-30;2.22
10 years;2013-05-31;2.23
10 years;2013-06-03;2.27
10 years;2013-06-04;2.27
10 years;2013-06-05;2.24
10 years;2013-06-06;2.3
10 years;2013-06-07;2.33
10 years;2013-06-10;2.33
10 years;2013-06-11;2.45
10 years;2013-06-12;2.42
10 years;2014-02-26;2.39
10 years;2014-02-27;2.29
10 years;2014-02-28;2.34
10 years;2014-03-03;2.28
10 years;2014-03-04;2.28
10 years;2014-03-05;2.29
10 years;2014-03-06;2.34
10 years;2014-03-07;2.37
10 years;2014-03-10;2.35
10 years;2014-03-11;2.34
10 years;2014-03-12;2.29
10 years;2014-03-13;2.29
10 years;2014-03-14;2.24
10 years;2014-03-17;2.23
10 years;2014-03-18;2.25
10 years;2014-03-19;2.26
10 years;2014-03-20;2.32
10 years;2014-03-21;2.27
10 years;2014-03-24;2.24
10 years;2014-03-25;2.22
10 years;2014-03-26;2.19
10 years;2014-03-27;2.19
10 years;2014-03-28;2.19
10 years;2014-03-31;2.23
10 years;2014-04-01;2.23
10 years;2014-04-02;2.25
10 years;2014-04-03;2.25
10 years;2014-04-04;2.17
10 years;2014-04-07;2.15
10 years;2014-04-08;2.18
10 years;2014-04-09;2.2
10 years;2014-04-10;2.17
10 years;2014-04-11;2.14
10 years;2014-04-14;2.14
10 years;2014-04-15;2.13
10 years;2014-04-16;2.09
10 years;2014-04-17;2.11
10 years;2014-04-22;2.14
10 years;2014-04-23;2.13
10 years;2014-04-24;2.14
10 years;2014-04-25;2.1
10 years;2014-04-28;2.12
10 years;2014-04-29;2.13
10 years;2014-04-30;2.1
10 years;2014-05-02;2.08
10 years;2014-05-05;2.05
10 years;2014-05-06;2.06
10 years;2014-05-07;2.07
10 years;2014-05-08;2.02
10 years;2014-05-09;2.02
10 years;2014-05-12;2.05
10 years;2014-05-13;2.02
10 years;2014-05-14;1.96
10 years;2014-05-15;1.92
10 years;2014-05-16;1.94
10 years;2014-05-19;1.95
10 years;2014-05-20;1.97
10 years;2014-05-21;1.99
10 years;2014-05-22;1.99
10 years;2014-05-23;1.97
10 years;2014-05-26;1.98
10 years;2014-05-27;1.92
10 years;2014-05-28;1.87
10 years;2014-06-02;1.89
10 years;2014-06-03;1.94
10 years;2014-06-04;1.95
10 years;2014-06-05;1.97
10 years;2014-06-06;1.79
10 years;2014-06-10;1.83
10 years;2014-06-11;1.87
10 years;2014-06-12;1.85
10 years;2014-06-13;1.88
10 years;2014-06-16;1.83
10 years;2014-06-17;1.87
10 years;2014-06-18;1.86
10 years;2014-06-19;1.79
10 years;2014-06-20;1.82
10 years;2014-06-23;1.78
10 years;2014-06-24;1.77
10 years;2014-06-25;1.73
10 years;2014-06-26;1.7
10 years;2014-06-27;1.71
10 years;2014-06-30;1.69
10 years;2014-07-01;1.7
10 years;2014-07-02;1.71
10 years;2014-07-03;1.73
10 years;2015-03-23;0.45
10 years;2015-03-24;0.49
10 years;2015-03-25;0.51
10 years;2015-03-26;0.5
10 years;2015-03-27;0.47
10 years;2015-03-30;0.46
10 years;2015-03-31;0.47
10 years;2015-04-01;0.43
10 years;2015-04-02;0.45
10 years;2015-04-07;0.46
10 years;2015-04-08;0.45
10 years;2015-04-09;0.42
10 years;2015-04-10;0.43
10 years;2015-04-13;0.41
10 years;2015-04-14;0.4
10 years;2015-04-15;0.38
10 years;2015-04-16;0.35
10 years;2015-04-17;0.35
10 years;2015-04-20;0.36
10 years;2015-04-21;0.38
10 years;2015-04-22;0.38
10 years;2015-04-23;0.41
10 years;2015-04-24;0.44
10 years;2015-04-27;0.44
10 years;2015-04-28;0.43
10 years;2015-04-29;0.56
10 years;2015-04-30;0.65
10 years;2015-05-04;0.7
10 years;2015-05-05;0.74
10 years;2015-05-06;0.86
10 years;2015-05-07;0.96
10 years;2015-05-08;0.87
10 years;2015-05-11;0.87
10 years;2015-05-12;0.98
10 years;2015-05-13;0.93
10 years;2015-05-18;0.96
10 years;2015-05-19;0.94
10 years;2015-05-20;0.91
10 years;2015-05-21;0.96
10 years;2015-05-22;0.92
10 years;2015-05-26;0.9
10 years;2015-05-27;0.86
10 years;2015-05-28;0.85
10 years;2015-05-29;0.84
10 years;2015-06-01;0.83
10 years;2015-06-02;0.98
10 years;2015-06-03;1.12
10 years;2015-06-04;1.18
10 years;2015-06-05;1.22
10 years;2015-06-08;1.21
10 years;2015-06-09;1.26
10 years;2015-06-10;1.36
10 years;2015-06-11;1.26
10 years;2015-06-12;1.3
10 years;2015-06-15;1.27
10 years;2015-06-16;1.3
10 years;2015-06-17;1.25
10 years;2015-06-18;1.23
10 years;2015-06-19;1.2
10 years;2015-06-22;1.28
10 years;2015-06-23;1.29
10 years;2015-06-24;1.25
10 years;2015-06-25;1.28
10 years;2015-06-26;1.33
10 years;2015-06-29;1.28
10 years;2015-06-30;1.26
10 years;2015-07-01;1.28
10 years;2015-07-02;1.34
10 years;2015-07-03;1.32
10 years;2015-07-06;1.26
10 years;2015-07-07;1.2
10 years;2015-07-08;1.2
10 years;2015-07-09;1.21
10 years;2015-07-10;1.3
10 years;2015-07-13;1.35
10 years;2015-07-14;1.31
10 years;2015-07-15;1.21
10 years;2015-07-16;1.22
10 years;2015-07-17;1.14
10 years;2015-07-20;1.06
10 years;2015-07-22;1.09
10 years;2015-07-23;1.07
10 years;2015-07-24;1
10 years;2015-07-27;0.99
10 years;2016-04-11;0.45
10 years;2016-04-12;0.47
10 years;2016-04-13;0.47
10 years;2016-04-14;0.49
10 years;2016-04-15;0.47
10 years;2016-04-18;0.46
10 years;2016-04-19;0.49
10 years;2016-04-20;0.47
10 years;2016-04-21;0.53
10 years;2016-04-22;0.54
10 years;2016-04-25;0.57
10 years;2016-04-26;0.61
10 years;2016-04-27;0.62
10 years;2016-04-28;0.58
10 years;2016-04-29;0.61
10 years;2016-05-02;0.58
10 years;2016-05-03;0.54
10 years;2016-05-04;0.55
10 years;2016-05-09;0.49
10 years;2016-05-10;0.46
10 years;2016-05-11;0.46
10 years;2016-05-12;0.48
10 years;2016-05-13;0.47
10 years;2016-05-17;0.46
10 years;2016-05-18;0.47
10 years;2016-05-19;0.48
10 years;2016-05-20;0.49
10 years;2016-05-23;0.48
10 years;2016-05-24;0.47
10 years;2016-05-25;0.46
10 years;2016-05-26;0.46
10 years;2016-05-27;0.43
10 years;2016-05-30;0.47
10 years;2016-05-31;0.47
10 years;2016-06-01;0.43
10 years;2016-06-02;0.45
10 years;2016-06-03;0.38
10 years;2016-06-06;0.4
10 years;2016-06-07;0.39
10 years;2016-06-08;0.38
10 years;2016-06-09;0.35
10 years;2016-06-10;0.35
10 years;2016-06-13;0.36
10 years;2016-06-14;0.37
10 years;2016-06-15;0.38
10 years;2016-06-16;0.36
10 years;2016-06-17;0.36
10 years;2016-06-20;0.36
10 years;2016-06-21;0.37
10 years;2016-06-22;0.37
10 years;2016-06-23;0.39
10 years;2016-06-24;0.31
10 years;2016-06-27;0.28
10 years;2016-06-28;0.23
10 years;2016-06-29;0.19
10 years;2016-06-30;0.18
10 years;2017-04-03;0.59
10 years;2017-04-04;0.52
10 years;2017-04-05;0.54
10 years;2017-04-06;0.54
10 years;2017-04-07;0.51
10 years;2017-04-10;0.53
10 years;2017-04-11;0.53
10 years;2017-04-12;0.52
10 years;2017-04-13;0.49
10 years;2017-04-18;0.52
10 years;2017-04-19;0.51
10 years;2017-04-20;0.54
10 years;2017-04-21;0.57
10 years;2017-04-24;0.56
10 years;2017-04-25;0.58
10 years;2017-04-26;0.61
10 years;2017-04-27;0.59
10 years;2017-04-28;0.58
10 years;2017-05-02;0.56
10 years;2017-05-03;0.53
10 years;2018-01-17;0.58
10 years;2018-01-18;0.61
10 years;2018-01-19;0.63
10 years;2018-01-22;0.64
10 years;2018-01-23;0.62
10 years;2018-01-24;0.64
10 years;2018-01-25;0.63
10 years;2018-01-26;0.69
10 years;2018-01-29;0.74
10 years;2018-01-30;0.75
10 years;2018-01-31;0.75
10 years;2018-02-01;0.79
10 years;2018-02-02;0.79
10 years;2018-02-05;0.78
10 years;2018-02-06;0.74
10 years;2018-02-07;0.77
10 years;2018-02-08;0.79
10 years;2018-02-09;0.77
10 years;2018-02-12;0.81
10 years;2018-02-13;0.79
10 years;2018-02-14;0.79
10 years;2018-02-15;0.84
10 years;2018-02-16;0.79
10 years;2018-02-19;0.81
10 years;2018-02-20;0.82
10 years;2018-02-21;0.8
10 years;2018-02-22;0.79
10 years;2018-02-23;0.75
10 years;2018-02-26;0.74
10 years;2018-02-27;0.75
10 years;2018-02-28;0.74
10 years;2018-03-01;0.72
10 years;2018-03-02;0.71
10 years;2018-03-05;0.73
10 years;2018-03-06;0.77
10 years;2018-03-07;0.72
10 years;2018-03-08;0.74
10 years;2018-03-09;0.72
10 years;2018-03-12;0.7
10 years;2018-03-13;0.69
10 years;2018-03-14;0.69
10 years;2018-03-15;0.65
10 years;2018-03-16;0.65
10 years;2018-03-19;0.68
10 years;2018-03-20;0.67
10 years;2018-03-21;0.67
10 years;2018-03-22;0.63
10 years;2018-03-23;0.63
10 years;2018-03-26;0.62
10 years;2018-03-27;0.61
10 years;2018-03-28;0.57
10 years;2018-03-29;0.59
10 years;2018-04-03;0.57
10 years;2018-04-04;0.57
10 years;2018-04-05;0.6
10 years;2018-04-06;0.61
10 years;2018-04-09;0.59
10 years;2018-04-10;0.62
10 years;2018-04-11;0.59
10 years;2018-04-12;0.6
10 years;2018-04-13;0.61
10 years;2018-04-16;0.61
10 years;2018-04-17;0.6
10 years;2018-04-18;0.59
10 years;2018-04-19;0.63
10 years;2018-04-20;0.66
10 years;2018-04-23;0.68
10 years;2018-04-24;0.69
10 years;2018-04-25;0.7
10 years;2018-04-26;0.68
10 years;2018-04-27;0.64
10 years;2018-04-30;0.66
10 years;2018-05-02;0.66
10 years;2018-05-03;0.64
10 years;2018-05-04;0.62
10 years;2018-05-07;0.63
10 years;2018-05-08;0.63
10 years;2018-05-09;0.66
10 years;2018-05-14;0.67
10 years;2018-05-15;0.7
10 years;2018-05-16;0.7
10 years;2018-05-17;0.7
10 years;2018-05-18;0.71
10 years;2018-05-22;0.68
10 years;2018-05-23;0.66
10 years;2018-05-24;0.65
10 years;2018-05-25;0.6
10 years;2019-02-11;0.52
10 years;2019-02-12;0.54
10 years;2019-02-13;0.53
10 years;2019-02-14;0.51
10 years;2019-02-15;0.51
10 years;2019-02-18;0.51
10 years;2019-02-19;0.5
10 years;2019-02-20;0.48
10 years;2019-02-21;0.5
10 years;2019-02-22;0.48
10 years;2019-02-25;0.49
10 years;2019-02-26;0.48
10 years;2019-02-27;0.47
10 years;2019-02-28;0.51
10 years;2019-03-01;0.53
10 years;2019-03-04;0.52
10 years;2019-03-05;0.53
10 years;2019-03-06;0.49
10 years;2019-03-07;0.46
10 years;2019-03-08;0.38
10 years;2019-03-11;0.38
10 years;2019-03-12;0.38
10 years;2019-03-13;0.38
10 years;2019-03-14;0.37
10 years;2019-03-15;0.37
10 years;2019-03-18;0.38
10 years;2019-03-19;0.39
10 years;2019-03-20;0.38
10 years;2019-03-21;0.33
10 years;2019-03-22;0.29
10 years;2019-03-25;0.29
10 years;2019-03-26;0.31
10 years;2019-03-27;0.28
10 years;2019-03-28;0.25
10 years;2019-03-29;0.27
10 years;2019-04-01;0.3
10 years;2019-04-02;0.29
10 years;2019-04-03;0.33
10 years;2019-04-04;0.31
10 years;2019-04-05;0.32
10 years;2019-04-08;0.3
10 years;2019-04-09;0.32
10 years;2019-04-10;0.3
10 years;2019-04-11;0.27
10 years;2019-04-12;0.33
10 years;2019-04-15;0.37
10 years;2019-04-16;0.38
10 years;2019-04-17;0.38
10 years;2019-04-18;0.33
10 years;2019-04-23;0.35
10 years;2019-04-24;0.31
10 years;2019-04-25;0.31
10 years;2019-04-26;0.3
10 years;2019-04-29;0.31
10 years;2019-04-30;0.32
10 years;2019-05-02;0.31
10 years;2019-05-03;0.32
10 years;2019-05-06;0.31
10 years;2019-05-07;0.28
10 years;2019-05-08;0.27
10 years;2019-05-09;0.28
10 years;2019-05-10;0.29
10 years;2019-05-13;0.29
10 years;2019-05-14;0.29
10 years;2019-05-15;0.25
10 years;2019-05-16;0.25
10 years;2019-05-17;0.22
10 years;2019-05-20;0.25
10 years;2019-05-21;0.28
10 years;2019-05-22;0.27
10 years;2019-05-23;0.24
10 years;2019-05-24;0.22
10 years;2019-05-27;0.22
10 years;2019-05-28;0.21
10 years;2019-05-29;0.17
10 years;2019-06-03;0.11
10 years;2019-06-04;0.08
10 years;2019-06-05;0.09
10 years;2019-06-06;0.07
10 years;2019-06-07;0.04
10 years;2019-06-11;0.04
10 years;2019-06-12;0.04
10 years;2019-06-13;0.05
10 years;2019-06-14;0.01
10 years;2019-06-17;0.04
10 years;2019-06-18;-0.06
10 years;2019-06-19;-0.01
10 years;2020-03-03;-0.31
10 years;2020-03-04;-0.37
10 years;2020-03-05;-0.37
10 years;2020-03-06;-0.4
10 years;2020-03-09;-0.46
10 years;2020-03-10;-0.31
10 years;2020-03-11;-0.34
10 years;2020-03-12;-0.3
10 years;2020-03-13;-0.09
10 years;2020-03-16;0.04
10 years;2020-03-17;0.2
10 years;2020-03-18;0.31
10 years;2020-03-19;0.16
10 years;2020-03-20;0.08
10 years;2020-03-23;0.04
10 years;2020-03-24;0.1
10 years;2020-03-25;0.14
10 years;2020-03-26;0.08
10 years;2020-03-27;-0.11
10 years;2020-03-30;-0.14
10 years;2020-03-31;-0.06
10 years;2020-04-01;-0.04
10 years;2020-04-02;0.01
10 years;2020-04-03;0.01
10 years;2020-04-06;0.03
10 years;2020-04-07;0.05
10 years;2020-04-08;0.13
10 years;2020-04-09;0.07
10 years;2020-04-14;0.08
10 years;2020-04-15;0.02
10 years;2020-04-16;0
10 years;2020-04-17;-0.01
10 years;2020-04-20;0.03
10 years;2020-04-21;0.02
10 years;2020-04-22;0.1
10 years;2020-04-23;0.08
10 years;2020-04-24;0.02
10 years;2020-04-27;-0.01
10 years;2020-04-28;-0.02
10 years;2020-04-29;-0.07
10 years;2020-04-30;-0.1
10 years;2020-05-04;-0.09
10 years;2020-05-05;-0.11
10 years;2020-05-06;-0.09
10 years;2020-05-07;-0.04
10 years;2020-05-08;-0.09
10 years;2020-05-11;-0.06
10 years;2020-05-12;-0.05
10 years;2020-05-13;-0.09
10 years;2020-05-14;-0.08
10 years;2020-05-15;-0.09
10 years;2020-05-18;-0.07
10 years;2020-05-19;-0.04
10 years;2020-05-20;-0.07
10 years;2020-05-25;-0.09
10 years;2020-05-26;-0.05
